added,collx_id,category,number,name,team,year,brand,set,flags,condition,front_image,back_image,market_value,asking_price,sold_for_price,purchase_price,location,notes,quantity
7/29/26,1121460339625199616,Baseball,66,Brandon Crawford,San Francisco Giants,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460339625199616-1-IJBb.jpg,https://storage.googleapis.com/collx-product-images/1121460339625199616-2-qOPd.jpg,1.45,1.5,,,Donkey on Fire,,1
7/29/26,1121460340564723712,Baseball,179,Carlos Rodón,San Francisco Giants,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460340564723712-1-OyRL.jpg,https://storage.googleapis.com/collx-product-images/1121460340564723712-2-rSrg.jpg,0.07,0.25,,,Donkey on Fire,,1
7/29/26,1121460341638465536,Baseball,180,Dominic Leone,San Francisco Giants,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460341638465536-1-R6yj.jpg,https://storage.googleapis.com/collx-product-images/1121460341638465536-2-ngFb.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121460342410217472,Baseball,262,Camilo Doval,San Francisco Giants,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460342410217472-1-JeDU.jpg,https://storage.googleapis.com/collx-product-images/1121460342410217472-2-ha8u.jpg,0.87,1,,,Donkey on Fire,,1
7/29/26,1121460329248491520,Baseball,372,Craig Lefferts,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460329248491520-1-tJIQ.jpg,https://storage.googleapis.com/collx-product-images/1121460329248491520-2-KPqu.jpg,0.31,0.5,,,Donkey on Fire,,1
7/29/26,1121460329818916864,Baseball,783,Trevor Wilson,San Francisco Giants,1989,Topps,1989 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1121460329818916864-1-Jsat.jpg,https://storage.googleapis.com/collx-product-images/1121460329818916864-2-wXOo.jpg,1.10,1,,,Donkey on Fire,,1
7/29/26,1121460330439673856,Baseball,361,Kelly Downs,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460330439673856-1-xDF5.jpg,https://storage.googleapis.com/collx-product-images/1121460330439673856-2-ETZM.jpg,1.26,1.5,,,Donkey on Fire,,1
7/29/26,1121460331018487808,Baseball,601,Dave Dravecky,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460331018487808-1-nxwO.jpg,https://storage.googleapis.com/collx-product-images/1121460331018487808-2-DI3L.jpg,1.60,1.5,,,Donkey on Fire,,1
7/29/26,1121460331614078976,Baseball,65,Rick Reuschel,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460331614078976-1-LEw1.jpg,https://storage.googleapis.com/collx-product-images/1121460331614078976-2-URrM.jpg,1.48,1.5,,,Donkey on Fire,,1
7/29/26,1121460332201281536,Baseball,508,Joc Pederson,San Francisco Giants,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460332201281536-1-yIKg.jpg,https://storage.googleapis.com/collx-product-images/1121460332201281536-2-VsS8.jpg,0.06,0.25,,,Donkey on Fire,,1
7/29/26,1121460332805261312,Baseball,560,Thairo Estrada,San Francisco Giants,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460332805261312-1-Z9ng.jpg,https://storage.googleapis.com/collx-product-images/1121460332805261312-2-zBFf.jpg,0.79,1,,,Donkey on Fire,,1
7/29/26,1121460333484738560,Baseball,571,Bryce Johnson,San Francisco Giants,2023,Topps,2023 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1121460333484738560-1-XZXG.jpg,https://storage.googleapis.com/collx-product-images/1121460333484738560-2-tEzC.jpg,0.08,0.25,,,Donkey on Fire,,1
7/29/26,1121460334206158848,Baseball,429,Sean Manaea,San Francisco Giants,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460334206158848-1-bzx3.jpg,https://storage.googleapis.com/collx-product-images/1121460334206158848-2-4au0.jpg,0.81,1,,,Donkey on Fire,,1
7/29/26,1121460242376067072,Baseball,628,Matt Williams,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460242376067072-1-8Lv.jpg,https://storage.googleapis.com/collx-product-images/1121460242376067072-2-PaN3.jpg,0.06,0.25,,,Donkey on Fire,,1
7/29/26,1121460243315591168,Baseball,473,Don Robinson,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460243315591168-1-gkY.jpg,https://storage.googleapis.com/collx-product-images/1121460243315591168-2-AC80.jpg,1.70,1.5,,,Donkey on Fire,,1
7/29/26,1121460243919570944,Baseball,572,Atlee Hammaker,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460243919570944-1-eBJE.jpg,https://storage.googleapis.com/collx-product-images/1121460243919570944-2-Gd3D.jpg,0.08,0.25,,,Donkey on Fire,,1
7/29/26,1121460244867483648,Baseball,601,Dave Dravecky,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460244867483648-1-3DIx.jpg,https://storage.googleapis.com/collx-product-images/1121460244867483648-2-eNIk.jpg,1.60,1.5,,,Donkey on Fire,,1
7/29/26,1121460234004236288,Baseball,601,Dave Dravecky,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460234004236288-1-gc6q.jpg,https://storage.googleapis.com/collx-product-images/1121460234004236288-2-csCY.jpg,1.60,1.5,,,Donkey on Fire,,1
7/29/26,1121460234666936320,Baseball,189,Kevin Mitchell,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460234666936320-1-kPC4.jpg,https://storage.googleapis.com/collx-product-images/1121460234666936320-2-f8y7.jpg,0.11,0.25,,,Donkey on Fire,,1
7/29/26,1121460235606460416,Baseball,125,Mike Krukow,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460235606460416-1-SAS.jpg,https://storage.googleapis.com/collx-product-images/1121460235606460416-2-GV5N.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121460236218828800,Baseball,417,Mike LaCoss,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460236218828800-1-nCbM.jpg,https://storage.googleapis.com/collx-product-images/1121460236218828800-2-y6mG.jpg,1.49,1.5,,,Donkey on Fire,,1
7/29/26,1121460237158352896,Baseball,660,Will Clark,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460237158352896-1-9ZES.jpg,https://storage.googleapis.com/collx-product-images/1121460237158352896-2-kdbs.jpg,1.19,1,,,Donkey on Fire,,1
7/29/26,1121460237737166848,Baseball,473,Don Robinson,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460237737166848-1-Jvrl.jpg,https://storage.googleapis.com/collx-product-images/1121460237737166848-2-nY0V.jpg,1.70,1.5,,,Donkey on Fire,,1
7/29/26,1121460238710245376,Baseball,506,Kirt Manwaring,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460238710245376-1-NLZf.jpg,https://storage.googleapis.com/collx-product-images/1121460238710245376-2-gSD7.jpg,0.07,0.25,,,Donkey on Fire,,1
7/29/26,1121460239666546688,Baseball,65,Rick Reuschel,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460239666546688-1-H3Q.jpg,https://storage.googleapis.com/collx-product-images/1121460239666546688-2-RZeI.jpg,1.48,1.5,,,Donkey on Fire,,1
7/29/26,1121460240673179648,Baseball,52,Bob Brenly,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460240673179648-1-J9P7.jpg,https://storage.googleapis.com/collx-product-images/1121460240673179648-2-X5SP.jpg,0.01,0.25,,,Donkey on Fire,,1
7/29/26,1121460241394599936,Baseball,660,Will Clark,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460241394599936-1-WDSg.jpg,https://storage.googleapis.com/collx-product-images/1121460241394599936-2-ywwR.jpg,1.19,1,,,Donkey on Fire,,1
7/29/26,1121460226244773888,Baseball,566,Al Pedrique,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460226244773888-1-s7U.jpg,https://storage.googleapis.com/collx-product-images/1121460226244773888-2-jd5L.jpg,1.12,1,,,Donkey on Fire,,1
7/29/26,1121460227175909376,Baseball,89,Dave LaPoint,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460227175909376-1-55kB.jpg,https://storage.googleapis.com/collx-product-images/1121460227175909376-2-M57G.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121460228123822080,Baseball,322,John Smiley,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460228123822080-1-nwQD.jpg,https://storage.googleapis.com/collx-product-images/1121460228123822080-2-BS2F.jpg,1.40,1.5,,,Donkey on Fire,,1
7/29/26,1121460229105289216,Baseball,126,Sid Bream,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460229105289216-1-Dn9P.jpg,https://storage.googleapis.com/collx-product-images/1121460229105289216-2-DVvU.jpg,1.50,1.5,,,Donkey on Fire,,1
7/29/26,1121460229734434816,Baseball,284,Jim Leyland,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460229734434816-1-8C2.jpg,https://storage.googleapis.com/collx-product-images/1121460229734434816-2-F03n.jpg,0.14,0.25,,,Donkey on Fire,,1
7/29/26,1121460230355191808,Baseball,703,Scott Garrelts,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460230355191808-1-ToPN.jpg,https://storage.googleapis.com/collx-product-images/1121460230355191808-2-lch4.jpg,0.05,0.25,,,Donkey on Fire,,1
7/29/26,1121460231303104512,Baseball,189,Kevin Mitchell,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460231303104512-1-nCCz.jpg,https://storage.googleapis.com/collx-product-images/1121460231303104512-2-QbKB.jpg,0.11,0.25,,,Donkey on Fire,,1
7/29/26,1121460231873529856,Baseball,304,Joel Youngblood,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460231873529856-1-TcIc.jpg,https://storage.googleapis.com/collx-product-images/1121460231873529856-2-Trwf.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121460232913717248,Baseball,65,Rick Reuschel,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460232913717248-1-LYxh.jpg,https://storage.googleapis.com/collx-product-images/1121460232913717248-2-4Uj6.jpg,1.48,1.5,,,Donkey on Fire,,1
7/29/26,1121460224265062400,Baseball,752,Jim Gott,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460224265062400-1-IXLG.jpg,https://storage.googleapis.com/collx-product-images/1121460224265062400-2-IQy1.jpg,1.19,1,,,Donkey on Fire,,1
7/29/26,1121460225296861184,Baseball,504,Bob Walk,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460225296861184-1-n8A.jpg,https://storage.googleapis.com/collx-product-images/1121460225296861184-2-O3G.jpg,1.25,1.5,,,Donkey on Fire,,1
7/29/26,1121460133609375744,Baseball,440,Bobby Bonilla,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460133609375744-1-HU3f.jpg,https://storage.googleapis.com/collx-product-images/1121460133609375744-2-r1B7.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121460134574065664,Baseball,114,Bob Kipper,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460134574065664-1-qEV.jpg,https://storage.googleapis.com/collx-product-images/1121460134574065664-2-Ousy.jpg,1.18,1,,,Donkey on Fire,,1
7/29/26,1121460135505201152,Baseball,453,Tom Prince,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460135505201152-1-oo0W.jpg,https://storage.googleapis.com/collx-product-images/1121460135505201152-2-LGhu.jpg,1.01,1,,,Donkey on Fire,,1
7/29/26,1121460136411170816,Baseball,388,Bobby Bonilla,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460136411170816-1-rsBF.jpg,https://storage.googleapis.com/collx-product-images/1121460136411170816-2-yLww.jpg,0.14,0.25,,,Donkey on Fire,,1
7/29/26,1121460137367472128,Baseball,478,Doug Drabek,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460137367472128-1-dav6.jpg,https://storage.googleapis.com/collx-product-images/1121460137367472128-2-5n8.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121460138348939264,Baseball,126,Sid Bream,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460138348939264-1-v8Oc.jpg,https://storage.googleapis.com/collx-product-images/1121460138348939264-2-oAxu.jpg,1.50,1.5,,,Donkey on Fire,,1
7/29/26,1121460124994275328,Baseball,281,Gary Redus,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460124994275328-1-Afaj.jpg,https://storage.googleapis.com/collx-product-images/1121460124994275328-2-sviL.jpg,0.05,0.25,,,Donkey on Fire,,1
7/29/26,1121460125556312064,Baseball,388,Bobby Bonilla,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460125556312064-1-QoWA.jpg,https://storage.googleapis.com/collx-product-images/1121460125556312064-2-XEoM.jpg,0.14,0.25,,,Donkey on Fire,,1
7/29/26,1121460126487447552,Baseball,592,John Cangelosi,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460126487447552-1-500v.jpg,https://storage.googleapis.com/collx-product-images/1121460126487447552-2-EsgD.jpg,1.64,1.5,,,Donkey on Fire,,1
7/29/26,1121460127452137472,Baseball,681,Jeff Robinson,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460127452137472-1-yyyq.jpg,https://storage.googleapis.com/collx-product-images/1121460127452137472-2-yoD3.jpg,0.05,0.25,,,Donkey on Fire,,1
7/29/26,1121460128400050176,Baseball,350,Andy Van Slyke,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460128400050176-1-TBYi.jpg,https://storage.googleapis.com/collx-product-images/1121460128400050176-2-sY7g.jpg,1.39,1.5,,,Donkey on Fire,,1
7/29/26,1121460129012418560,Baseball,440,Bobby Bonilla,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460129012418560-1-DBBd.jpg,https://storage.googleapis.com/collx-product-images/1121460129012418560-2-zrn6.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121460129968719872,Baseball,723,Rafael Belliard,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460129968719872-1-SUVl.jpg,https://storage.googleapis.com/collx-product-images/1121460129968719872-2-CUJl.jpg,0.05,0.25,,,Donkey on Fire,,1
7/29/26,1121460130941798400,Baseball,27b,Orestes Destrade,Pittsburgh Pirates,1989,Topps,1989 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1121460130941798400-1-MVyP.jpg,https://storage.googleapis.com/collx-product-images/1121460130941798400-2-PKt9.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121460131545778176,Baseball,681,Jeff Robinson,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460131545778176-1-ntra.jpg,https://storage.googleapis.com/collx-product-images/1121460131545778176-2-PK0Q.jpg,0.05,0.25,,,Donkey on Fire,,1
7/29/26,1121460132653074432,Baseball,504,Bob Walk,Pittsburgh Pirates,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460132653074432-1-cN4I.jpg,https://storage.googleapis.com/collx-product-images/1121460132653074432-2-SMiZ.jpg,1.25,1.5,,,Donkey on Fire,,1
7/29/26,1121460118090450944,Baseball,490,Andrew McCutchen,Pittsburgh Pirates,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460118090450944-1-xJ8m.jpg,https://storage.googleapis.com/collx-product-images/1121460118090450944-2-Iu4i.jpg,0.42,0.5,,,Donkey on Fire,,1
7/29/26,1121460119063529472,Baseball,484,Rodolfo Castro,Pittsburgh Pirates,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460119063529472-1-TkOK.jpg,https://storage.googleapis.com/collx-product-images/1121460119063529472-2-GF9B.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121460120003053568,Baseball,490,Andrew McCutchen,Pittsburgh Pirates,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460120003053568-1-C4zw.jpg,https://storage.googleapis.com/collx-product-images/1121460120003053568-2-ZOT5.jpg,0.42,0.5,,,Donkey on Fire,,1
7/29/26,1121460120590256128,Baseball,183,Oneil Cruz,Pittsburgh Pirates,2025,Topps,2025 Topps Heritage,,RAW,https://storage.googleapis.com/collx-product-images/1121460120590256128-1-RbpE.jpg,https://storage.googleapis.com/collx-product-images/1121460120590256128-2-ORz.jpg,1.43,1.5,,,Donkey on Fire,,1
7/29/26,1121460121227790336,Baseball,9,Bryan Reynolds,Pittsburgh Pirates,2025,Topps,2025 Topps Chrome - Refractors,,RAW,https://storage.googleapis.com/collx-product-images/1121460121227790336-1-Sje.jpg,https://storage.googleapis.com/collx-product-images/1121460121227790336-2-QUxN.jpg,,0.5,,,Donkey on Fire,,1
7/29/26,1121460122184091648,Baseball,196,Ke’Bryan Hayes,Pittsburgh Pirates,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1121460122184091648-1-d7HG.jpg,https://storage.googleapis.com/collx-product-images/1121460122184091648-2-prQz.jpg,0.44,0.5,,,Donkey on Fire,,1
7/29/26,1121460122762905600,Baseball,222,Nick Gonzales,Pittsburgh Pirates,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1121460122762905600-1-z5cT.jpg,https://storage.googleapis.com/collx-product-images/1121460122762905600-2-NdSL.jpg,0.82,1,,,Donkey on Fire,,1
7/29/26,1121460123333330944,Baseball,300,Paul Skenes,Pittsburgh Pirates,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1121460123333330944-1-EwzB.jpg,https://storage.googleapis.com/collx-product-images/1121460123333330944-2-uKlT.jpg,1.89,2,,,Donkey on Fire,,1
7/29/26,1121460124021196800,Baseball,671,Bailey Falter,Pittsburgh Pirates,2025,Topps,2025 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460124021196800-1-ywaq.jpg,https://storage.googleapis.com/collx-product-images/1121460124021196800-2-uzvY.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121460033180960768,Baseball,559,Roansy Contreras,Pittsburgh Pirates,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460033180960768-1-E3FQ.jpg,https://storage.googleapis.com/collx-product-images/1121460033180960768-2-9k2R.jpg,1.69,1.5,,,Donkey on Fire,,1
7/29/26,1121460024523917312,Baseball,328,Mike Burrows,Pittsburgh Pirates,2025,Topps,2025 Topps Heritage,RC,RAW,https://storage.googleapis.com/collx-product-images/1121460024523917312-1-Ygb.jpg,https://storage.googleapis.com/collx-product-images/1121460024523917312-2-Rv6V.jpg,0.56,0.5,,,Donkey on Fire,,1
7/29/26,1121460025513773056,Baseball,133,Joey Bart,Pittsburgh Pirates,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1121460025513773056-1-G5DT.jpg,https://storage.googleapis.com/collx-product-images/1121460025513773056-2-E9Yu.jpg,1.49,1.5,,,Donkey on Fire,,1
7/29/26,1121460026218416128,Baseball,243,Spencer Horwitz,Pittsburgh Pirates,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1121460026218416128-1-CGGz.jpg,https://storage.googleapis.com/collx-product-images/1121460026218416128-2-hagB.jpg,0.31,0.5,,,Donkey on Fire,,1
7/29/26,1121460027283769344,Baseball,385,Austin Hedges,Pittsburgh Pirates,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460027283769344-1-JWGi.jpg,https://storage.googleapis.com/collx-product-images/1121460027283769344-2-t1Nq.jpg,1.29,1.5,,,Donkey on Fire,,1
7/29/26,1121460028223293440,Baseball,133,Joey Bart,Pittsburgh Pirates,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1121460028223293440-1-uZP2.jpg,https://storage.googleapis.com/collx-product-images/1121460028223293440-2-OLht.jpg,1.49,1.5,,,Donkey on Fire,,1
7/29/26,1121460029213149184,Baseball,47,Bryan Reynolds,Pittsburgh Pirates,2025,Topps,2025 Topps Heritage - Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1121460029213149184-1-S8kQ.jpg,https://storage.googleapis.com/collx-product-images/1121460029213149184-2-1Pxt.jpg,1.60,1.5,,,Donkey on Fire,,1
7/29/26,1121460030161061888,Baseball,491,Ji Hwan Bae,Pittsburgh Pirates,2023,Topps,2023 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1121460030161061888-1-wAau.jpg,https://storage.googleapis.com/collx-product-images/1121460030161061888-2-6lJF.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121460031335467008,Baseball,582,Luis Ortiz,Pittsburgh Pirates,2023,Topps,2023 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1121460031335467008-1-jdDV.jpg,https://storage.googleapis.com/collx-product-images/1121460031335467008-2-IJFc.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121460032308545536,Baseball,570,Bryan Reynolds,Pittsburgh Pirates,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460032308545536-1-bya.jpg,https://storage.googleapis.com/collx-product-images/1121460032308545536-2-rYsA.jpg,1.33,1.5,,,Donkey on Fire,,1
7/29/26,1121460016244361216,Baseball,536b,Jose Canseco,Oakland Athletics,1991,Donruss,1991 Donruss,,RAW,https://storage.googleapis.com/collx-product-images/1121460016244361216-1-aYt0.jpg,https://storage.googleapis.com/collx-product-images/1121460016244361216-2-VRoF.jpg,0.05,0.25,,,Donkey on Fire,,1
7/29/26,1121460017183885312,Baseball,154b,David Cone,New York Mets,1991,Donruss,1991 Donruss,,RAW,https://storage.googleapis.com/collx-product-images/1121460017183885312-1-mMF6.jpg,https://storage.googleapis.com/collx-product-images/1121460017183885312-2-KOjs.jpg,0.03,0.25,,,Donkey on Fire,,1
7/29/26,1121460018131798016,Baseball,75,Spencer Horwitz,Pittsburgh Pirates,2025,Topps,2025 Topps Heritage - Chrome Light Blue Sparkle Refractor,,RAW,https://storage.googleapis.com/collx-product-images/1121460018131798016-1-Hf7V.jpg,https://storage.googleapis.com/collx-product-images/1121460018131798016-2-xUII.jpg,2.21,2,,,Donkey on Fire,,1
7/29/26,1121460019079710720,Baseball,300,Paul Skenes,Pittsburgh Pirates,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1121460019079710720-1-ylqF.jpg,https://storage.googleapis.com/collx-product-images/1121460019079710720-2-62Jb.jpg,1.89,2,,,Donkey on Fire,,1
7/29/26,1121460020069566464,Baseball,SMLB-50,Oneil Cruz,Pittsburgh Pirates,2025,Topps,2025 Topps - Stars of MLB,,RAW,https://storage.googleapis.com/collx-product-images/1121460020069566464-1-Pvon.jpg,https://storage.googleapis.com/collx-product-images/1121460020069566464-2-CWMB.jpg,0.89,1,,,Donkey on Fire,,1
7/29/26,1121460021109753856,Baseball,744,Roger Craig,San Francisco Giants,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460021109753856-1-7tYD.jpg,https://storage.googleapis.com/collx-product-images/1121460021109753856-2-Gruc.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121460022183495680,Baseball,133,Joey Bart,Pittsburgh Pirates,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1121460022183495680-1-T41.jpg,https://storage.googleapis.com/collx-product-images/1121460022183495680-2-Fi9.jpg,1.49,1.5,,,Donkey on Fire,,1
7/29/26,1121460023274014720,Baseball,80,Nick Yorke,Pittsburgh Pirates,2025,Topps,2025 Topps Heritage,RC,RAW,https://storage.googleapis.com/collx-product-images/1121460023274014720-1-SHb.jpg,https://storage.googleapis.com/collx-product-images/1121460023274014720-2-f9X.jpg,0.79,1,,,Donkey on Fire,,1
7/29/26,1121460009869019136,Baseball,RESA-JLE,Jack Leiter,Texas Rangers,2025,Topps,2025 Topps Inception - Rookie and Emerging Stars Autographs,"AU, SN199",RAW,https://storage.googleapis.com/collx-product-images/1121460009869019136-1-NuMH.jpg,https://storage.googleapis.com/collx-product-images/1121460009869019136-2-E4.jpg,,25,,,Donkey on Fire,,1
7/29/26,1121460010464610304,Baseball,341,Willie Mays,San Francisco Giants,2025,Topps,2025 Topps Heritage,,RAW,https://storage.googleapis.com/collx-product-images/1121460010464610304-1-MrE6.jpg,https://storage.googleapis.com/collx-product-images/1121460010464610304-2-R8lc.jpg,1.45,1.5,,,Donkey on Fire,,1
7/29/26,1121460011437688832,Baseball,60,Paul Skenes,Pittsburgh Pirates,2025,Topps,2025 Topps Heritage,,RAW,https://storage.googleapis.com/collx-product-images/1121460011437688832-1-QfEw.jpg,https://storage.googleapis.com/collx-product-images/1121460011437688832-2-rN5U.jpg,1.25,1.5,,,Donkey on Fire,,1
7/29/26,1121460012410767360,Baseball,345,Roberto Clemente,Pittsburgh Pirates,2025,Topps,2025 Topps Heritage,,RAW,https://storage.googleapis.com/collx-product-images/1121460012410767360-1-KOx3.jpg,https://storage.googleapis.com/collx-product-images/1121460012410767360-2-QBQI.jpg,1.75,2,,,Donkey on Fire,,1
7/29/26,1121460013358680064,Baseball,303,Yasmani Grandal,Pittsburgh Pirates,2025,Topps,2025 Topps Heritage - Black Border,,RAW,https://storage.googleapis.com/collx-product-images/1121460013358680064-1-75DG.jpg,https://storage.googleapis.com/collx-product-images/1121460013358680064-2-gJc.jpg,4.00,4,,,Donkey on Fire,,1
7/29/26,1121460014331758592,Baseball,109,Michael Conforto,New York Mets,2019,Topps,2019 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121460014331758592-1-IkIZ.jpg,https://storage.googleapis.com/collx-product-images/1121460014331758592-2-8DHU.jpg,1.80,2,,,Donkey on Fire,,1
7/29/26,1121460015279671296,Baseball,83,Manny Ramirez,Boston Red Sox,2003,Bowman,2003 Bowman,,RAW,https://storage.googleapis.com/collx-product-images/1121460015279671296-1-EA8D.jpg,https://storage.googleapis.com/collx-product-images/1121460015279671296-2-tnlG.jpg,0.61,0.5,,,Donkey on Fire,,1
