added,collx_id,category,number,name,team,year,brand,set,flags,condition,front_image,back_image,market_value,asking_price,sold_for_price,purchase_price,location,notes,quantity
7/29/26,1121461509810849792,Baseball,628,New York Yankees,New York Yankees,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461509810849792-1-CoWZ.jpg,https://storage.googleapis.com/collx-product-images/1121461509810849792-2-WZwQ.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121461510381275136,Baseball,527,Maikel Garcia,Kansas City Royals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461510381275136-1-sa3l.jpg,,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461510934923264,Baseball,667,Kodai Senga,New York Mets,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461510934923264-1-Jh4c.jpg,,1.00,1,,,Donkey on Fire,,1
7/29/26,1121461511522125824,Baseball,370,Brayan Rocchio,Cleveland Guardians,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461511522125824-1-iP6O.jpg,,0.50,0.5,,,Donkey on Fire,,1
7/29/26,1121461512453261312,Baseball,441,Lars Nootbaar,St. Louis Cardinals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461512453261312-1-tmHs.jpg,,1.25,1.5,,,Donkey on Fire,,1
7/29/26,1121461513040463872,Baseball,515,Blaze Alexander,Baltimore Orioles,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461513040463872-1-0Ws.jpg,https://storage.googleapis.com/collx-product-images/1121461513040463872-2-eqx.jpg,1.34,1.5,,,Donkey on Fire,,1
7/29/26,1121461513996765184,Baseball,499,D.C. Dudes (CJ Abrams / James Wood),Washington Nationals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461513996765184-1-bnNV.jpg,,0.31,0.5,,,Donkey on Fire,,1
7/29/26,1121461514575579136,Baseball,686,Carson Kelly,Chicago Cubs,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461514575579136-1-bWXQ.jpg,,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461515171170304,Baseball,563,Ji Hwan Bae,New York Mets,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461515171170304-1-Vz9Q.jpg,,1.99,2,,,Donkey on Fire,,1
7/29/26,1121461500918925312,Baseball,466,Trevor McDonald,San Francisco Giants,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461500918925312-1-bwcI.jpg,https://storage.googleapis.com/collx-product-images/1121461500918925312-2-WoRg.jpg,0.57,0.5,,,Donkey on Fire,,1
7/29/26,1121461501573236736,Baseball,396,Raisel Iglesias,Atlanta Braves,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461501573236736-1-xPx1.jpg,https://storage.googleapis.com/collx-product-images/1121461501573236736-2-kJbh.jpg,0.20,0.25,,,Donkey on Fire,,1
7/29/26,1121461502185605120,Baseball,449,Sandy Alcantara,Miami Marlins,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461502185605120-1-Pfo1.jpg,https://storage.googleapis.com/collx-product-images/1121461502185605120-2-zZZL.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121461503116740608,Baseball,514,Zac Veen,Colorado Rockies,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461503116740608-1-I72l.jpg,https://storage.googleapis.com/collx-product-images/1121461503116740608-2-wSBa.jpg,0.43,0.5,,,Donkey on Fire,,1
7/29/26,1121461504039487488,Baseball,517,Stars Align (Mike Trout / Zach Neto),Los Angeles Angels,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461504039487488-1-Vx0.jpg,https://storage.googleapis.com/collx-product-images/1121461504039487488-2-OGyo.jpg,0.66,0.5,,,Donkey on Fire,,1
7/29/26,1121461504593135616,Baseball,669,Randy Vásquez,San Diego Padres,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461504593135616-1-cbFi.jpg,https://storage.googleapis.com/collx-product-images/1121461504593135616-2-t2hZ.jpg,0.43,0.5,,,Donkey on Fire,,1
7/29/26,1121461505515882496,Baseball,479,Muscle Men (Aaron Judge / Cody Bellinger),New York Yankees,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461505515882496-1-lklW.jpg,https://storage.googleapis.com/collx-product-images/1121461505515882496-2-WeWA.jpg,1.18,1,,,Donkey on Fire,,1
7/29/26,1121461506077919232,Baseball,522,Miami Marlins,Miami Marlins,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461506077919232-1-BvT.jpg,https://storage.googleapis.com/collx-product-images/1121461506077919232-2-02gn.jpg,0.50,0.5,,,Donkey on Fire,,1
7/29/26,1121461507034220544,Baseball,680,Carlos Correa,Houston Astros,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461507034220544-1-CBBH.jpg,https://storage.googleapis.com/collx-product-images/1121461507034220544-2-pSxM.jpg,2.95,3,,,Donkey on Fire,,1
7/29/26,1121461508116350976,Baseball,670,Kyle Harrison,Milwaukee Brewers,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461508116350976-1-DSnB.jpg,https://storage.googleapis.com/collx-product-images/1121461508116350976-2-rB4x.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461508837771264,Baseball,489,James Outman,Minnesota Twins,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461508837771264-1-ot5s.jpg,https://storage.googleapis.com/collx-product-images/1121461508837771264-2-Bp.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121461500298168320,Baseball,600,Juan Soto,New York Mets,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461500298168320-1-Yfpa.jpg,https://storage.googleapis.com/collx-product-images/1121461500298168320-2-82oC.jpg,10.00,10,,,Donkey on Fire,,1
7/29/26,1121461417192228864,Baseball,506,Edwin Díaz,Los Angeles Dodgers,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461417192228864-1-dgnd.jpg,,1.00,1,,,Donkey on Fire,,1
7/29/26,1121461418156918784,Baseball,504,Tanner Houck,Boston Red Sox,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461418156918784-1-kUyZ.jpg,,1.35,1.5,,,Donkey on Fire,,1
7/29/26,1121461408644237312,Baseball,473,Bo Bichette,New York Mets,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461408644237312-1-eyNd.jpg,https://storage.googleapis.com/collx-product-images/1121461408644237312-2-hE9R.jpg,2.25,2.5,,,Donkey on Fire,,1
7/29/26,1121461409374046208,Baseball,656,Aroldis Chapman,Boston Red Sox,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461409374046208-1-heJ.jpg,https://storage.googleapis.com/collx-product-images/1121461409374046208-2-4yPI.jpg,1.49,1,,,Donkey on Fire,,1
7/29/26,1121461410036746240,Baseball,426,Matt Wallner,Minnesota Twins,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461410036746240-1-Zr2O.jpg,https://storage.googleapis.com/collx-product-images/1121461410036746240-2-2VSz.jpg,0.90,1,,,Donkey on Fire,,1
7/29/26,1121461411127265280,Baseball,651,Abner Uribe,Milwaukee Brewers,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461411127265280-1-ClqR.jpg,https://storage.googleapis.com/collx-product-images/1121461411127265280-2-aIVZ.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461411831908352,Baseball,361,Davis Schneider,Toronto Blue Jays,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461411831908352-1-Q2Rj.jpg,https://storage.googleapis.com/collx-product-images/1121461411831908352-2-MBIW.jpg,1.29,1.5,,,Donkey on Fire,,1
7/29/26,1121461412838541312,Baseball,576,Beantown Buds (Jarren Duran / Trevor Story),Boston Red Sox,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461412838541312-1-Jki.jpg,https://storage.googleapis.com/collx-product-images/1121461412838541312-2-9RtN.jpg,0.45,0.5,,,Donkey on Fire,,1
7/29/26,1121461413929060352,Baseball,639,Reese Olson,Detroit Tigers,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461413929060352-1-hDiJ.jpg,https://storage.googleapis.com/collx-product-images/1121461413929060352-2-npvo.jpg,0.71,1,,,Donkey on Fire,,1
7/29/26,1121461414625314816,Baseball,445,Michael Massey,Kansas City Royals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461414625314816-1-KQA4.jpg,https://storage.googleapis.com/collx-product-images/1121461414625314816-2-OVIx.jpg,0.50,0.5,,,Donkey on Fire,,1
7/29/26,1121461415371900928,Baseball,526,Masyn Winn,St. Louis Cardinals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461415371900928-1-U1ce.jpg,https://storage.googleapis.com/collx-product-images/1121461415371900928-2-uQac.jpg,2.25,2.5,,,Donkey on Fire,,1
7/29/26,1121461416168818688,Baseball,677,Wilyer Abreu,Boston Red Sox,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461416168818688-1-vJos.jpg,https://storage.googleapis.com/collx-product-images/1121461416168818688-2-3J2t.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461399911696384,Baseball,524,Emmet Sheehan,Los Angeles Dodgers,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461399911696384-1-i2OA.jpg,https://storage.googleapis.com/collx-product-images/1121461399911696384-2-AEuL.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461400935106560,Baseball,388,Yandy Díaz,Tampa Bay Rays,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461400935106560-1-pzmo.jpg,https://storage.googleapis.com/collx-product-images/1121461400935106560-2-Dhkm.jpg,0.80,1,,,Donkey on Fire,,1
7/29/26,1121461401883019264,Baseball,551,Taylor Ward,Baltimore Orioles,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461401883019264-1-jz2m.jpg,https://storage.googleapis.com/collx-product-images/1121461401883019264-2-dDi7.jpg,1.80,2,,,Donkey on Fire,,1
7/29/26,1121461402822543360,Baseball,569,Max Scherzer,Toronto Blue Jays,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461402822543360-1-MKA.jpg,https://storage.googleapis.com/collx-product-images/1121461402822543360-2-V9JO.jpg,1.80,1.5,,,Donkey on Fire,,1
7/29/26,1121461403434911744,Baseball,606,Zebby Matthews,Minnesota Twins,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461403434911744-1-3hcg.jpg,https://storage.googleapis.com/collx-product-images/1121461403434911744-2-AISA.jpg,1.19,1,,,Donkey on Fire,,1
7/29/26,1121461404022114304,Baseball,418,Cade Cavalli,Washington Nationals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461404022114304-1-DTr.jpg,https://storage.googleapis.com/collx-product-images/1121461404022114304-2-rujy.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461404961638400,Baseball,384,Taijuan Walker,Philadelphia Phillies,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461404961638400-1-Gsvy.jpg,https://storage.googleapis.com/collx-product-images/1121461404961638400-2-p1OX.jpg,,2,,,Donkey on Fire,,1
7/29/26,1121461405909551104,Baseball,428,Kris Bryant,Colorado Rockies,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461405909551104-1-rzu.jpg,https://storage.googleapis.com/collx-product-images/1121461405909551104-2-prY.jpg,1.60,1.5,,,Donkey on Fire,,1
7/29/26,1121461406513530880,Baseball,464,Triston Casas,Boston Red Sox,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461406513530880-1-f2Kw.jpg,https://storage.googleapis.com/collx-product-images/1121461406513530880-2-gUuW.jpg,0.88,1,,,Donkey on Fire,,1
7/29/26,1121461407679547392,Baseball,660,Edouard Julien,Colorado Rockies,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461407679547392-1-GbHH.jpg,https://storage.googleapis.com/collx-product-images/1121461407679547392-2-ErSF.jpg,1.25,1.5,,,Donkey on Fire,,1
7/29/26,1121461397328005120,Baseball,645,Nasim Nuñez,Washington Nationals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461397328005120-1-obdG.jpg,https://storage.googleapis.com/collx-product-images/1121461397328005120-2-mtS0.jpg,0.30,0.5,,,Donkey on Fire,,1
7/29/26,1121461397965539328,Baseball,564,Tyler Soderstrom,Athletics,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461397965539328-1-fAjJ.jpg,https://storage.googleapis.com/collx-product-images/1121461397965539328-2-H2.jpg,1.43,1.5,,,Donkey on Fire,,1
7/29/26,1121461399139944448,Baseball,414,Andy Pages,Los Angeles Dodgers,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461399139944448-1-hENQ.jpg,https://storage.googleapis.com/collx-product-images/1121461399139944448-2-VJ62.jpg,1.15,1,,,Donkey on Fire,,1
7/29/26,1121461308266153984,Baseball,579,Brandon Lowe,Pittsburgh Pirates,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461308266153984-1-06Cn.jpg,https://storage.googleapis.com/collx-product-images/1121461308266153984-2-UYEc.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461308844967936,Baseball,419,Jared Jones,Pittsburgh Pirates,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461308844967936-1-Z5HT.jpg,https://storage.googleapis.com/collx-product-images/1121461308844967936-2-bxyE.jpg,1.35,1.5,,,Donkey on Fire,,1
7/29/26,1121461309759326208,Baseball,459,Ketel Marte,Arizona Diamondbacks,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461309759326208-1-pVex.jpg,https://storage.googleapis.com/collx-product-images/1121461309759326208-2-6O43.jpg,2.00,2,,,Donkey on Fire,,1
7/29/26,1121461310321362944,Baseball,368,Kyle Tucker,Los Angeles Dodgers,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461310321362944-1-wHaU.jpg,https://storage.googleapis.com/collx-product-images/1121461310321362944-2-IzlS.jpg,2.24,2,,,Donkey on Fire,,1
7/29/26,1121461310891788288,Baseball,672,Yainer Diaz,Houston Astros,2026,Topps,2026 Topps - Gold,SN2026,RAW,https://storage.googleapis.com/collx-product-images/1121461310891788288-1-zZqv.jpg,https://storage.googleapis.com/collx-product-images/1121461310891788288-2-olNx.jpg,1.50,1.5,,,Donkey on Fire,,1
7/29/26,1121461311797757952,Baseball,495,Christian Walker,Houston Astros,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461311797757952-1-HeNK.jpg,https://storage.googleapis.com/collx-product-images/1121461311797757952-2-Xjfm.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461312401737728,Baseball,585,Ian Happ,Chicago Cubs,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461312401737728-1-uexr.jpg,https://storage.googleapis.com/collx-product-images/1121461312401737728-2-bBSR.jpg,4.79,5,,,Donkey on Fire,,1
7/29/26,1121461312988940288,Baseball,586,Marcus Semien,New York Mets,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461312988940288-1-phkA.jpg,https://storage.googleapis.com/collx-product-images/1121461312988940288-2-2nvn.jpg,1.08,1,,,Donkey on Fire,,1
7/29/26,1121461299441338368,Baseball,590,Austin Wynns,Athletics,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461299441338368-1-sGO.jpg,https://storage.googleapis.com/collx-product-images/1121461299441338368-2-ctet.jpg,0.52,0.5,,,Donkey on Fire,,1
7/29/26,1121461300053706752,Baseball,460,Adrian Del Castillo,Arizona Diamondbacks,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461300053706752-1-SmbH.jpg,https://storage.googleapis.com/collx-product-images/1121461300053706752-2-Udkt.jpg,0.75,1,,,Donkey on Fire,,1
7/29/26,1121461300615743488,Baseball,454,Josh Hader,Houston Astros,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461300615743488-1-bN4l.jpg,https://storage.googleapis.com/collx-product-images/1121461300615743488-2-Dw5x.jpg,0.57,0.5,,,Donkey on Fire,,1
7/29/26,1121461301546878976,Baseball,540,Ryan Walker,San Francisco Giants,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461301546878976-1-Rp3.jpg,https://storage.googleapis.com/collx-product-images/1121461301546878976-2-Sy9g.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461302125692928,Baseball,698,Andre Pallante,St. Louis Cardinals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461302125692928-1-Zpqw.jpg,https://storage.googleapis.com/collx-product-images/1121461302125692928-2-wRsj.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121461302696118272,Baseball,423,Luis Robert Jr.,New York Mets,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461302696118272-1-yhm.jpg,https://storage.googleapis.com/collx-product-images/1121461302696118272-2-98ae.jpg,1.06,1,,,Donkey on Fire,,1
7/29/26,1121461303249766400,Baseball,689,Kyle Isbel,Kansas City Royals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461303249766400-1-IKnj.jpg,https://storage.googleapis.com/collx-product-images/1121461303249766400-2-kRfN.jpg,,1,,,Donkey on Fire,,1
7/29/26,1121461303836968960,Baseball,638,Seth Lugo,Kansas City Royals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461303836968960-1-qzs.jpg,https://storage.googleapis.com/collx-product-images/1121461303836968960-2-YTbA.jpg,0.40,0.5,,,Donkey on Fire,,1
7/29/26,1121461304407394304,Baseball,432,Ryan Feltner,Colorado Rockies,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461304407394304-1-FSGq.jpg,https://storage.googleapis.com/collx-product-images/1121461304407394304-2-EAJg.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461304994596864,Baseball,589,Braxton Ashcraft,Pittsburgh Pirates,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461304994596864-1-QNU.jpg,https://storage.googleapis.com/collx-product-images/1121461304994596864-2-hx4s.jpg,1.42,1.5,,,Donkey on Fire,,1
7/29/26,1121461305573410816,Baseball,546,Nick Fortes,Tampa Bay Rays,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461305573410816-1-cC2m.jpg,https://storage.googleapis.com/collx-product-images/1121461305573410816-2-fTkW.jpg,0.01,0.25,,,Donkey on Fire,,1
7/29/26,1121461306127058944,Baseball,627,Gustavo Campero,Los Angeles Angels,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461306127058944-1-bPsh.jpg,https://storage.googleapis.com/collx-product-images/1121461306127058944-2-6UX7.jpg,0.64,0.5,,,Donkey on Fire,,1
7/29/26,1121461306781370368,Baseball,375,Denzel Clarke,Athletics,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461306781370368-1-boli.jpg,https://storage.googleapis.com/collx-product-images/1121461306781370368-2-OFr6.jpg,0.76,1,,,Donkey on Fire,,1
7/29/26,1121461307343407104,Baseball,663,Hyeseong Kim,Los Angeles Dodgers,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461307343407104-1-j6Cd.jpg,https://storage.googleapis.com/collx-product-images/1121461307343407104-2-ZYP.jpg,0.99,1,,,Donkey on Fire,,1
7/29/26,1121461296958310400,Baseball,529,Griffin Conine,Miami Marlins,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461296958310400-1-M3rW.jpg,https://storage.googleapis.com/collx-product-images/1121461296958310400-2-pxeW.jpg,0.05,0.25,,,Donkey on Fire,,1
7/29/26,1121461297939777536,Baseball,602,Shane McClanahan,Tampa Bay Rays,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461297939777536-1-0O9d.jpg,https://storage.googleapis.com/collx-product-images/1121461297939777536-2-Js7x.jpg,1.12,1,,,Donkey on Fire,,1
7/29/26,1121461298501814272,Baseball,647,Kyle Bradish,Baltimore Orioles,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461298501814272-1-C1PM.jpg,https://storage.googleapis.com/collx-product-images/1121461298501814272-2-IjkD.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121461207258925056,Baseball,625,Yoán Moncada,Los Angeles Angels,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461207258925056-1-OlnH.jpg,https://storage.googleapis.com/collx-product-images/1121461207258925056-2-5cuN.jpg,1.29,1.5,,,Donkey on Fire,,1
7/29/26,1121461207837739008,Baseball,477,Jesús Sánchez,Toronto Blue Jays,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461207837739008-1-hTL2.jpg,https://storage.googleapis.com/collx-product-images/1121461207837739008-2-I064.jpg,,0.5,,,Donkey on Fire,,1
7/29/26,1121461208768874496,Baseball,412,Robert Stephenson,Los Angeles Angels,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461208768874496-1-LGD.jpg,https://storage.googleapis.com/collx-product-images/1121461208768874496-2-O3Sa.jpg,0.84,1,,,Donkey on Fire,,1
7/29/26,1121461209398020096,Baseball,556,Lance McCullers Jr.,Houston Astros,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461209398020096-1-SNtQ.jpg,https://storage.googleapis.com/collx-product-images/1121461209398020096-2-FfCw.jpg,1.00,1,,,Donkey on Fire,,1
7/29/26,1121461210001999872,Baseball,360,Ben Joyce,Los Angeles Angels,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461210001999872-1-XIuD.jpg,https://storage.googleapis.com/collx-product-images/1121461210001999872-2-Nur.jpg,0.88,1,,,Donkey on Fire,,1
7/29/26,1121461210580813824,Baseball,561,Matt Chapman,San Francisco Giants,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461210580813824-1-UqhM.jpg,https://storage.googleapis.com/collx-product-images/1121461210580813824-2-sYcs.jpg,1.74,1.5,,,Donkey on Fire,,1
7/29/26,1121461211151239168,Baseball,444,Tanner Gordon,Colorado Rockies,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461211151239168-1-keoc.jpg,https://storage.googleapis.com/collx-product-images/1121461211151239168-2-9qhS.jpg,0.49,0.5,,,Donkey on Fire,,1
7/29/26,1121461211721664512,Baseball,657,Freddy Peralta,New York Mets,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461211721664512-1-EfIj.jpg,https://storage.googleapis.com/collx-product-images/1121461211721664512-2-OC8x.jpg,0.25,0.5,,,Donkey on Fire,,1
7/29/26,1121461212283701248,Baseball,422,Shane Bieber,Toronto Blue Jays,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461212283701248-1-BOOu.jpg,https://storage.googleapis.com/collx-product-images/1121461212283701248-2-0Dc.jpg,1.06,1,,,Donkey on Fire,,1
7/29/26,1121461213189670912,Baseball,539,Lucas Erceg,Kansas City Royals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461213189670912-1-QiHo.jpg,https://storage.googleapis.com/collx-product-images/1121461213189670912-2-AMUw.jpg,0.50,8.5,,,Donkey on Fire,,1
7/29/26,1121461213751707648,Baseball,565,Jordan Walker,St. Louis Cardinals,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461213751707648-1-8LgY.jpg,https://storage.googleapis.com/collx-product-images/1121461213751707648-2-nSNZ.jpg,2.80,3,,,Donkey on Fire,,1
7/29/26,1121461199163918336,Baseball,503,Munetaka Murakami,Chicago White Sox,2026,Topps,2026 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1121461199163918336-1-GonU.jpg,https://storage.googleapis.com/collx-product-images/1121461199163918336-2-rhK6.jpg,1.50,1.5,,,Donkey on Fire,,1
7/29/26,1121461200262825984,Baseball,571,Kiké Hernández,Los Angeles Dodgers,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461200262825984-1-kZqp.jpg,https://storage.googleapis.com/collx-product-images/1121461200262825984-2-9Be5.jpg,0.56,0.5,,,Donkey on Fire,,1
7/29/26,1121461200950691840,Baseball,621,Matthew Liberatore,St. Louis Cardinals,2026,Topps,2026 Topps - Gold,SN2026,RAW,https://storage.googleapis.com/collx-product-images/1121461200950691840-1-80A.jpg,https://storage.googleapis.com/collx-product-images/1121461200950691840-2-odf9.jpg,1.30,1.5,,,Donkey on Fire,,1
7/29/26,1121461201537894400,Baseball,643,Nick Lodolo,Cincinnati Reds,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461201537894400-1-m3qL.jpg,https://storage.googleapis.com/collx-product-images/1121461201537894400-2-1XO6.jpg,2.00,1.5,,,Donkey on Fire,,1
7/29/26,1121461202133485568,Baseball,363,J.T. Realmuto,Philadelphia Phillies,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461202133485568-1-Kqis.jpg,https://storage.googleapis.com/collx-product-images/1121461202133485568-2-X0Nf.jpg,3.25,3,,,Donkey on Fire,,1
7/29/26,1121461202796185600,Baseball,440,Ranger Suárez,Boston Red Sox,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461202796185600-1-4ivK.jpg,https://storage.googleapis.com/collx-product-images/1121461202796185600-2-Ftk2.jpg,1.05,1,,,Donkey on Fire,,1
7/29/26,1121461203433719808,Baseball,430,Tyler Locklear,Arizona Diamondbacks,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461203433719808-1-4g5.jpg,https://storage.googleapis.com/collx-product-images/1121461203433719808-2-OybE.jpg,1.99,2,,,Donkey on Fire,,1
7/29/26,1121461204029310976,Baseball,552,Merrill Kelly,Arizona Diamondbacks,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461204029310976-1-3nML.jpg,https://storage.googleapis.com/collx-product-images/1121461204029310976-2-7gI.jpg,0.50,0.5,,,Donkey on Fire,,1
7/29/26,1121461204960446464,Baseball,533,Jasson Domínguez,New York Yankees,2026,Topps,2026 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1121461204960446464-1-3q1Q.jpg,https://storage.googleapis.com/collx-product-images/1121461204960446464-2-ucPl.jpg,1.54,1.5,,,Donkey on Fire,,1
